entry,at,order
"Player stacks: #1 ""500 @ gpP9uUffpu"" (4615) | #2 ""HSJ @ FJqZyN7BjN"" (1362)",2026-08-01T01:51:21.009Z,178554908100901
"-- starting hand #230 (id: n28mlllhydrs)  No Limit Texas Hold'em (dealer: ""HSJ @ FJqZyN7BjN"") --",2026-08-01T01:51:21.009Z,178554908100900
"Undealt cards:  [J♦, 9♦, 4♣, 5♣, 10♣]",2026-08-01T01:51:15.176Z,178554907517600
"-- ending hand #229 --",2026-08-01T01:51:15.004Z,178554907500402
"""500 @ gpP9uUffpu"" collected 10 from pot",2026-08-01T01:51:15.004Z,178554907500401
"Uncalled bet of 10 returned to ""500 @ gpP9uUffpu""",2026-08-01T01:51:15.004Z,178554907500400
"""HSJ @ FJqZyN7BjN"" folds",2026-08-01T01:51:14.089Z,178554907408900
"""500 @ gpP9uUffpu"" raises to 15",2026-08-01T01:51:13.149Z,178554907314900
"""HSJ @ FJqZyN7BjN"" posts a big blind of 5",2026-08-01T01:51:11.603Z,178554907160305
"""500 @ gpP9uUffpu"" posts a small blind of 2",2026-08-01T01:51:11.603Z,178554907160304
"Player stacks: #1 ""500 @ gpP9uUffpu"" (4610) | #2 ""HSJ @ FJqZyN7BjN"" (1367)",2026-08-01T01:51:11.603Z,178554907160301
"-- starting hand #229 (id: aatmpc5crhza)  No Limit Texas Hold'em (dealer: ""500 @ gpP9uUffpu"") --",2026-08-01T01:51:11.603Z,178554907160300
"Undealt cards: A♦, Q♦, 3♣ [8♥, 8♦]",2026-08-01T01:51:05.911Z,178554906591100
"-- ending hand #228 --",2026-08-01T01:51:05.597Z,178554906559702
"""HSJ @ FJqZyN7BjN"" collected 40 from pot",2026-08-01T01:51:05.597Z,178554906559701
"Uncalled bet of 1327 returned to ""HSJ @ FJqZyN7BjN""",2026-08-01T01:51:05.597Z,178554906559700
"""500 @ gpP9uUffpu"" folds",2026-08-01T01:51:04.740Z,178554906474000
"""HSJ @ FJqZyN7BjN"" raises to 1337 and go all in",2026-08-01T01:51:03.827Z,178554906382700
"""500 @ gpP9uUffpu"" bets 10",2026-08-01T01:51:00.891Z,178554906089100
"Flop:  [A♦, Q♦, 3♣]",2026-08-01T01:50:58.758Z,178554905875800
"""500 @ gpP9uUffpu"" calls 10",2026-08-01T01:50:57.847Z,178554905784700
"""HSJ @ FJqZyN7BjN"" raises to 10",2026-08-01T01:50:56.910Z,178554905691000
"""500 @ gpP9uUffpu"" posts a big blind of 5",2026-08-01T01:50:55.605Z,178554905560505
"""HSJ @ FJqZyN7BjN"" posts a small blind of 2",2026-08-01T01:50:55.605Z,178554905560504
"Player stacks: #1 ""500 @ gpP9uUffpu"" (4630) | #2 ""HSJ @ FJqZyN7BjN"" (1347)",2026-08-01T01:50:55.605Z,178554905560501
"-- starting hand #228 (id: vjftffpxgqic)  No Limit Texas Hold'em (dealer: ""HSJ @ FJqZyN7BjN"") --",2026-08-01T01:50:55.605Z,178554905560500
"-- ending hand #227 --",2026-08-01T01:50:49.598Z,178554904959802
"""500 @ gpP9uUffpu"" collected 180 from pot with Pair, A's (combination: 8♠, 9♣, Q♣, A♥, A♠)",2026-08-01T01:50:49.598Z,178554904959801
"""500 @ gpP9uUffpu"" shows a 2♦, A♥.",2026-08-01T01:50:49.598Z,178554904959800
"""HSJ @ FJqZyN7BjN"" calls 65",2026-08-01T01:50:48.794Z,178554904879400
"""500 @ gpP9uUffpu"" raises to 65",2026-08-01T01:50:47.869Z,178554904786900
"""HSJ @ FJqZyN7BjN"" bets 5",2026-08-01T01:50:46.336Z,178554904633600
"River: 6♠, 8♠, 9♣, Q♣ [A♠]",2026-08-01T01:50:45.151Z,178554904515100
"""500 @ gpP9uUffpu"" calls 5",2026-08-01T01:50:44.236Z,178554904423600
"""HSJ @ FJqZyN7BjN"" bets 5",2026-08-01T01:50:43.244Z,178554904324400
"Turn: 6♠, 8♠, 9♣ [Q♣]",2026-08-01T01:50:42.551Z,178554904255100
"""500 @ gpP9uUffpu"" calls 5",2026-08-01T01:50:41.662Z,178554904166200
"""HSJ @ FJqZyN7BjN"" bets 5",2026-08-01T01:50:40.507Z,178554904050700
"Flop:  [6♠, 8♠, 9♣]",2026-08-01T01:50:38.890Z,178554903889000
"""HSJ @ FJqZyN7BjN"" calls 15",2026-08-01T01:50:37.993Z,178554903799300
