entry,at,order
"Turn: K♠, 4♠, 2♠ [7♥]",2026-09-04T08:27:24.041Z,178851044404100
"Flop:  [K♠, 4♠, 2♠]",2026-09-04T08:27:20.021Z,178851044002100
"""Henry @ FQN9hzhzP_"" shows a 2♣, K♥.",2026-09-04T08:27:15.976Z,178851043597601
"Uncalled bet of 4235 returned to ""Henry @ FQN9hzhzP_""",2026-09-04T08:27:15.976Z,178851043597600
"""bartyo @ gpP9uUffpu"" shows a 5♥, 8♦.",2026-09-04T08:27:15.837Z,178851043583700
"All players in hand choose to run it twice.",2026-09-04T08:27:15.090Z,178851043509001
"""Henry @ FQN9hzhzP_"" chooses to  run it twice.",2026-09-04T08:27:15.090Z,178851043509000
"""bartyo @ gpP9uUffpu"" chooses to  run it twice.",2026-09-04T08:27:12.269Z,178851043226900
"Remaining players decide whether to run it twice.",2026-09-04T08:27:11.673Z,178851043167301
"""bartyo @ gpP9uUffpu"" calls 335 and go all in",2026-09-04T08:27:11.673Z,178851043167300
"""Henry @ FQN9hzhzP_"" raises to 4570 and go all in",2026-09-04T08:27:10.732Z,178851043073200
"""bartyo @ gpP9uUffpu"" posts a big blind of 10",2026-09-04T08:26:59.396Z,178851041939605
"""Henry @ FQN9hzhzP_"" posts a small blind of 5",2026-09-04T08:26:59.396Z,178851041939604
"Your hand is 5♥, 8♦",2026-09-04T08:26:59.396Z,178851041939602
"Player stacks: #1 ""bartyo @ gpP9uUffpu"" (335) | #2 ""Henry @ FQN9hzhzP_"" (4570)",2026-09-04T08:26:59.396Z,178851041939601
"-- starting hand #350 (id: afalzbciefdu)  No Limit Texas Hold'em (dealer: ""Henry @ FQN9hzhzP_"") --",2026-09-04T08:26:59.396Z,178851041939600
"-- ending hand #349 --",2026-09-04T08:26:51.388Z,178851041138802
"""bartyo @ gpP9uUffpu"" collected 335 from pot with Pair, 9's on the second run  (combination: 8♣, 10♠, K♦, 9♦, 9♥)",2026-09-04T08:26:51.388Z,178851041138801
"""Henry @ FQN9hzhzP_"" collected 335 from pot with Two Pair, 10's & 5's (combination: A♦, 5♣, 5♠, 10♣, 10♦)",2026-09-04T08:26:51.388Z,178851041138800
"River (second run): 9♥, 10♠, 3♦, 8♣ [K♦]",2026-09-04T08:26:47.386Z,178851040738600
"Turn (second run): 9♥, 10♠, 3♦ [8♣]",2026-09-04T08:26:43.365Z,178851040336500
"Flop (second run):  [9♥, 10♠, 3♦]",2026-09-04T08:26:39.354Z,178851039935400
"River: 10♣, 10♦, 4♥, J♣ [5♠]",2026-09-04T08:26:35.340Z,178851039534000
"Turn: 10♣, 10♦, 4♥ [J♣]",2026-09-04T08:26:31.327Z,178851039132700
"Flop:  [10♣, 10♦, 4♥]",2026-09-04T08:26:27.309Z,178851038730900
"""Henry @ FQN9hzhzP_"" shows a 5♣, A♦.",2026-09-04T08:26:23.280Z,178851038328000
